 0.000000e+00  4.652544e-08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 -9.530028e-10  0.000000e+00 -1.603484e-02  0.000000e+00  9.600000e-13  0.000000e+00  1.033754e-10  0.000000e+00  8.818248e-12 
 1.000000e-13  8.484099e-03  1.000000e-13  8.000000e-02  1.000000e-13  8.000000e-02  1.000000e-13  8.000000e-02  1.000000e-13  8.000000e-02  1.000000e-13 -9.530028e-10  1.000000e-13 -1.603484e-02  1.000000e-13  9.600000e-13  1.000000e-13  1.033754e-10  1.000000e-13  8.818248e-12 
 2.000000e-13  2.060344e-02  2.000000e-13  1.600000e-01  2.000000e-13  1.600000e-01  2.000000e-13  1.600000e-01  2.000000e-13  1.600000e-01  2.000000e-13 -9.530028e-10  2.000000e-13 -1.603484e-02  2.000000e-13  9.600000e-13  2.000000e-13  1.033754e-10  2.000000e-13  8.818248e-12 
 4.000000e-13  4.658133e-02  4.000000e-13  3.200000e-01  4.000000e-13  3.200000e-01  4.000000e-13  3.200000e-01  4.000000e-13  3.200000e-01  4.000000e-13 -9.530028e-10  4.000000e-13 -1.603484e-02  4.000000e-13  9.600000e-13  4.000000e-13  1.033754e-10  4.000000e-13  8.818248e-12 
 8.000000e-13  9.368281e-02  8.000000e-13  6.400000e-01  8.000000e-13  6.400000e-01  8.000000e-13  6.400000e-01  8.000000e-13  6.400000e-01  8.000000e-13 -9.530028e-10  8.000000e-13 -1.603484e-02  8.000000e-13  9.600000e-13  8.000000e-13  1.033754e-10  8.000000e-13  8.818248e-12 
 1.521075e-12  1.635903e-01  1.521075e-12  1.216860e+00  1.521075e-12  1.216860e+00  1.521075e-12  1.216860e+00  1.521075e-12  1.216860e+00  1.521075e-12 -9.530028e-10  1.521075e-12 -1.603484e-02  1.521075e-12  9.600000e-13  1.521075e-12  1.033754e-10  1.521075e-12  8.818248e-12 
 2.651022e-12  2.696947e-01  2.651022e-12  2.120818e+00  2.651022e-12  2.120818e+00  2.651022e-12  2.120818e+00  2.651022e-12  2.120818e+00  2.651022e-12 -9.530028e-10  2.651022e-12 -1.603484e-02  2.651022e-12  9.600000e-13  2.651022e-12  1.033754e-10  2.651022e-12  8.818248e-12 
 4.064702e-12  3.923862e-01  4.064702e-12  3.251762e+00  4.064702e-12  3.251762e+00  4.064702e-12  3.251762e+00  4.064702e-12  3.251762e+00  4.064702e-12 -9.530028e-10  4.064702e-12 -1.603484e-02  4.064702e-12  9.600000e-13  4.064702e-12  1.033754e-10  4.064702e-12  8.818248e-12 
 6.521151e-12  5.839388e-01  6.521151e-12  5.216920e+00  6.521151e-12  5.216920e+00  6.521151e-12  5.216920e+00  6.521151e-12  5.216920e+00  6.521151e-12 -9.530028e-10  6.521151e-12 -1.603484e-02  6.521151e-12  9.600000e-13  6.521151e-12  1.033754e-10  6.521151e-12  8.818248e-12 
 9.205847e-12  8.459361e-01  9.205847e-12  7.364678e+00  9.205847e-12  7.364678e+00  9.205847e-12  7.364678e+00  9.205847e-12  7.364678e+00  9.205847e-12 -9.530028e-10  9.205847e-12 -1.603484e-02  9.205847e-12  9.600000e-13  9.205847e-12  1.033754e-10  9.205847e-12  8.818248e-12 
 1.000000e-11  9.358410e-01  1.000000e-11  8.000000e+00  1.000000e-11  8.000000e+00  1.000000e-11  8.000000e+00  1.000000e-11  8.000000e+00  1.000000e-11 -9.530028e-10  1.000000e-11 -1.603484e-02  1.000000e-11  9.600000e-13  1.000000e-11  1.033754e-10  1.000000e-11  8.818248e-12 
 1.029145e-11  9.401276e-01  1.029145e-11  8.000000e+00  1.029145e-11  8.000000e+00  1.029145e-11  8.000000e+00  1.029145e-11  8.000000e+00  1.029145e-11 -9.530028e-10  1.029145e-11 -1.603484e-02  1.029145e-11  9.600000e-13  1.029145e-11  1.033754e-10  1.029145e-11  8.818248e-12 
 1.087436e-11  9.342985e-01  1.087436e-11  8.000000e+00  1.087436e-11  8.000000e+00  1.087436e-11  8.000000e+00  1.087436e-11  8.000000e+00  1.087436e-11 -9.530028e-10  1.087436e-11 -1.603484e-02  1.087436e-11  9.600000e-13  1.087436e-11  1.033754e-10  1.087436e-11  8.818248e-12 
 1.204016e-11  9.181467e-01  1.204016e-11  8.000000e+00  1.204016e-11  8.000000e+00  1.204016e-11  8.000000e+00  1.204016e-11  8.000000e+00  1.204016e-11 -9.530028e-10  1.204016e-11 -1.603484e-02  1.204016e-11  9.600000e-13  1.204016e-11  1.033754e-10  1.204016e-11  8.818248e-12 
 1.395003e-11  9.019729e-01  1.395003e-11  8.000000e+00  1.395003e-11  8.000000e+00  1.395003e-11  8.000000e+00  1.395003e-11  8.000000e+00  1.395003e-11 -9.530028e-10  1.395003e-11 -1.603484e-02  1.395003e-11  9.600000e-13  1.395003e-11  1.033754e-10  1.395003e-11  8.818248e-12 
 1.689524e-11  8.689761e-01  1.689524e-11  8.000000e+00  1.689524e-11  8.000000e+00  1.689524e-11  8.000000e+00  1.689524e-11  8.000000e+00  1.689524e-11 -9.530028e-10  1.689524e-11 -1.603484e-02  1.689524e-11  9.600000e-13  1.689524e-11  1.033754e-10  1.689524e-11  8.818248e-12 
 2.278567e-11  8.128207e-01  2.278567e-11  8.000000e+00  2.278567e-11  8.000000e+00  2.278567e-11  8.000000e+00  2.278567e-11  8.000000e+00  2.278567e-11 -9.530028e-10  2.278567e-11 -1.603484e-02  2.278567e-11  9.600000e-13  2.278567e-11  1.033754e-10  2.278567e-11  8.818248e-12 
