 0.00000000e+00  4.99999999e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.10230531e-11 
 1.00000000e-15  5.00059935e+00  1.00000000e-15  5.00000000e-02  1.00000000e-15  6.66175307e-03 
 2.00000000e-15  5.00121639e+00  2.00000000e-15  1.00000000e-01  2.00000000e-15  8.32291801e-03 
 4.00000000e-15  5.00245766e+00  4.00000000e-15  2.00000000e-01  4.00000000e-15  1.16440521e-02 
 8.00000000e-15  5.00497908e+00  8.00000000e-15  4.00000000e-01  8.00000000e-15  1.82792521e-02 
 1.32223742e-14  5.00834846e+00  1.32223742e-14  6.61118708e-01  1.32223742e-14  2.92979110e-02 
 1.92204879e-14  5.01230633e+00  1.92204879e-14  9.61024394e-01  1.92204879e-14  5.94000935e+00 
 2.59358563e-14  5.01678025e+00  2.59358563e-14  1.29679281e+00  2.59358563e-14  1.15351809e+01 
 3.93665931e-14  5.02570777e+00  3.93665931e-14  1.96832966e+00  3.93665931e-14  7.21932709e+00 
 5.74947514e-14  5.03770240e+00  5.74947514e-14  2.87473757e+00  5.74947514e-14  1.09712240e+01 
 9.37510679e-14  5.06148343e+00  9.37510679e-14  4.68755339e+00  9.37510679e-14  7.55304097e+00 
 1.00000000e-13  5.06555273e+00  1.00000000e-13  5.00000000e+00  1.00000000e-13  1.03888433e+01 
 1.00552811e-13  5.06558866e+00  1.00552811e-13  5.00000000e+00  1.00552811e-13  5.50179838e+00 
 1.01658432e-13  5.06563187e+00  1.01658432e-13  5.00000000e+00  1.01658432e-13  2.24664676e+00 
 1.03869674e-13  5.06571148e+00  1.03869674e-13  5.00000000e+00  1.03869674e-13  1.04971373e+00 
 1.08292159e-13  5.06586841e+00  1.08292159e-13  5.00000000e+00  1.08292159e-13  5.11328026e-01 
 1.14695575e-13  5.06608565e+00  1.14695575e-13  5.00000000e+00  1.14695575e-13  2.98902095e-01 
 1.27502407e-13  5.06650954e+00  1.27502407e-13  5.00000000e+00  1.27502407e-13  1.63302488e-01 
 1.53116070e-13  5.06732110e+00  1.53116070e-13  5.00000000e+00  1.53116070e-13  8.70624481e-02 
