 0.00000000e+00  4.99999999e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.10230531e-11 
 1.00000000e-15  5.01163637e+00  1.00000000e-15  5.00000000e-02  1.00000000e-15  6.66175308e-03 
 2.00000000e-15  5.02353928e+00  2.00000000e-15  1.00000000e-01  2.00000000e-15  8.32291803e-03 
 4.00000000e-15  5.04744982e+00  4.00000000e-15  2.00000000e-01  4.00000000e-15  1.16440522e-02 
 8.00000000e-15  5.09584847e+00  8.00000000e-15  4.00000000e-01  8.00000000e-15  1.82792528e-02 
 1.32223742e-14  5.16018149e+00  1.32223742e-14  6.61118708e-01  1.32223742e-14  2.93145937e-02 
 1.92204879e-14  5.23526768e+00  1.92204879e-14  9.61024394e-01  1.92204879e-14  5.95905712e+00 
 2.59358563e-14  5.31951318e+00  2.59358563e-14  1.29679281e+00  2.59358563e-14  1.15373567e+01 
 3.93665931e-14  5.48558811e+00  3.93665931e-14  1.96832966e+00  3.93665931e-14  7.24056910e+00 
 5.74930315e-14  5.70446136e+00  5.74930315e-14  2.87465158e+00  5.74930315e-14  1.09884780e+01 
 9.37459082e-14  6.12425346e+00  9.37459082e-14  4.68729541e+00  9.37459082e-14  7.59222733e+00 
 1.00000000e-13  6.19426000e+00  1.00000000e-13  5.00000000e+00  1.00000000e-13  1.04251335e+01 
 1.00551289e-13  6.19409981e+00  1.00551289e-13  5.00000000e+00  1.00551289e-13  5.53388712e+00 
 1.01653867e-13  6.19334023e+00  1.01653867e-13  5.00000000e+00  1.01653867e-13  2.27025318e+00 
 1.03859023e-13  6.19172125e+00  1.03859023e-13  5.00000000e+00  1.03859023e-13  1.07029663e+00 
 1.08269334e-13  6.18843291e+00  1.08269334e-13  5.00000000e+00  1.08269334e-13  5.30757778e-01 
 1.14651496e-13  6.18354564e+00  1.14651496e-13  5.00000000e+00  1.14651496e-13  3.17525674e-01 
 1.27415820e-13  6.17370126e+00  1.27415820e-13  5.00000000e+00  1.27415820e-13  1.81307551e-01 
 1.52944468e-13  6.15396844e+00  1.52944468e-13  5.00000000e+00  1.52944468e-13  1.04227621e-01 
